instance_id	repository	variant	rendered_entities	source_entities	target_count	matched_target_count	source_target_coverage	source_hit	source_complete	prompt_tokens	prompt_sha256
django__django-14999	django__django	mural	19	8	1	1	1.0	1	1	3267	c6744e786f443aad0bae39a5488a26b4bc5e013c3f16c0a4c74a36d4ce3c938c
django__django-15022	django__django	mural	18	8	1	1	1.0	1	1	3698	42ee290a18b04de7bb87d5134320b16a13c0c36d579edce7e378def88a7ebe48
django__django-15037	django__django	mural	19	6	1	1	1.0	1	1	3617	52597e16f3ee1950a2f7f9efa1fd7a25d2ebff64cec810bbe1c4bfffe20c34cc
django__django-15098	django__django	mural	14	2	1	0	0.0	0	0	3929	96669dc4407ca82530385b0a6031b5dfb62c3dd8bd712a7e8e436b7ebf4b17da
django__django-15103	django__django	mural	17	8	2	2	1.0	1	1	2809	b81dc789e703c86dc8f253426d9bdc370c752563d8dd03d19045a1b2d9d32c93
django__django-15104	django__django	mural	20	3	1	1	1.0	1	1	3635	523bd471736252be5aba81ab9972efdd52f993b77b2d669b5b29b93646ffa59b
django__django-15127	django__django	mural	14	8	1	0	0.0	0	0	2819	9b8fca67bd47d855dddb30bfa5b976003ac981dcf706d675dd1f75fd59f404c7
django__django-15128	django__django	mural	19	5	3	2	0.6666666666666666	1	0	3691	92a452d4bc7afd1c4341ca26ccee2fc0fa58d63a7f85c54e79b1eb86c2b60cd2
django__django-15161	django__django	mural	10	4	1	1	1.0	1	1	2360	dee7e0c3558801dcba5d3ec54dfb7fd63792cff161b14d06bb2ecfce2d239de4
django__django-15252	django__django	mural	20	5	1	0	0.0	0	0	3832	26d095cfba58e2682101bd187633c7d0c19df2e9659b88311f7e07a02f4738e4
django__django-15268	django__django	mural	19	6	2	2	1.0	1	1	3731	7d3bbd0cfe4b89d05b3ec969b2a10fbc63df8008528668e4079aefc4bbdbc0c4
django__django-15277	django__django	mural	19	3	1	0	0.0	0	0	3765	2e3e75b2a93307171957030a0410ec1cb8064eed157d951c26ac89787f68fae5
django__django-15278	django__django	mural	18	6	1	1	1.0	1	1	3271	bd7ea257bd7c1d69b105eaf30c1ce8488033968d34c0364aa186beda3f5ca2ee
django__django-15280	django__django	mural	17	6	1	0	0.0	0	0	3963	a9a4f707b195324b7cc884672b4e2569044bceee762d19ca4f0c214e0054cf38
django__django-15315	django__django	mural	19	8	1	1	1.0	1	1	3538	fd3de76260c0094255a0b250d3c422bd24f85b85c84bbcb4693e23b2e7ecedc7
django__django-15368	django__django	mural	20	6	2	2	1.0	1	1	3877	0b493fc2639853cb8bac22c7303907b511e1736527319bc19704ebb152b3f70c
django__django-15375	django__django	mural	18	6	1	0	0.0	0	0	3747	8ad5df7ac2485d1fb5deecc4fc95296889d549ee1692b963b7cb3a832a476263
django__django-15380	django__django	mural	19	4	1	1	1.0	1	1	3883	5e05b63fc1e549c6baa87f89469ceaf57a14986f7b8f4b692ba413b30683bf45
django__django-15382	django__django	mural	17	7	1	0	0.0	0	0	3217	fd17bd54e67e35dea35f6ae72d8db42239d35f84ea416cbd3c242480556b206e
django__django-15467	django__django	mural	20	7	1	1	1.0	1	1	3056	f3d8f768605b17e6d9430825fe4e4d552ec1d59196f338f41970472cacde444d
django__django-15499	django__django	mural	19	5	1	1	1.0	1	1	3573	ddbb825e064bdfd2fb7d2328c2add585eb9ca20ec0cbb15fee225a37e97ca716
django__django-15503	django__django	mural	14	6	5	2	0.4	1	0	2976	987db287f223d0e6ba35165eb7bcf696748aa11c81caae364f403a28f19a7669
django__django-15525	django__django	mural	17	2	1	1	1.0	1	1	3615	bf0a7e10158f5c84db13dae22c4a0f281aeaa0646f896eae69d62e1f8499e28c
django__django-15554	django__django	mural	17	8	4	2	0.5	1	0	3466	ee1859ca77322d27fc02edc41283db9d561ae9e409a1ef232ba9879f3766242e
django__django-15561	django__django	mural	16	6	2	0	0.0	0	0	3853	6f06db3238809535ee329afb84f9c5e219c7069f17b5c111c6ededc336672458
django__django-15563	django__django	mural	19	8	2	0	0.0	0	0	3941	e54afa68c8913a8363028ac1d0b1cfbd0b6829e28f42d691e882fe1a670d4dcb
django__django-15569	django__django	mural	20	4	1	1	1.0	1	1	3653	cb285ca2b354bc5119d8d34aeb577cfa2c209db99989b57b2d4c44c9043c1fc4
django__django-15572	django__django	mural	18	6	1	1	1.0	1	1	3389	817879b7fac20ebeee5c49c62cc30be00ad779d6595d58a3784af198f8a3951e
django__django-15629	django__django	mural	17	4	4	1	0.25	1	0	3774	55763287b0c0113d722d2a8ba8ee93ac9be668b14f734662ba57d796cc7dffb2
django__django-15695	django__django	mural	18	6	1	0	0.0	0	0	3897	a5eca857ab3fe2fe50b457dd8923c9828dd42a95338a71f8c7dd0b10d7aed7f0
django__django-15731	django__django	mural	19	7	2	2	1.0	1	1	3411	d2c57e5ec8c08c6d5866d3b9f432130e8a967f3d47b03ffa995a499ca1fe827f
django__django-15732	django__django	mural	16	8	4	2	0.5	1	0	3095	46e2668f013554f1d2bf4d72358bf165dfabbda9b9d729a3ed8fe267c3d6ab1a
django__django-15741	django__django	mural	19	6	1	1	1.0	1	1	3148	c31d2c3abcc293d82b1d1f848015080e1d2223c03d9aa0419e1ade3ac77aa813
django__django-15814	django__django	mural	18	6	1	1	1.0	1	1	3919	5dcae06ac39246033ac3def2965312fd539d0cbde05f7d3863471924a7793e11
django__django-15851	django__django	mural	19	6	1	1	1.0	1	1	3753	c4ffa44eb29ef8ca800c86e2784a4d17ca0326ee36ebc2739462247ba7a24e5f
django__django-15863	django__django	mural	20	8	1	1	1.0	1	1	3948	ef02c6c7ea70aa94ec90222c8d06a7a4ff16ad36d72342e6552e88c3d21fe415
django__django-15916	django__django	mural	18	5	3	1	0.3333333333333333	1	0	3729	abc81bd69846399ace1919a5778f8b50c137f6c17423e047fefa11ec8c0a2a4d
django__django-15930	django__django	mural	15	5	1	0	0.0	0	0	3500	79d6c4189cc145cb4a582d5e09f5cab53237d7671440b21bd8cd4bf5eb4f322f
django__django-15957	django__django	mural	15	6	3	1	0.3333333333333333	1	0	3669	79d221239f4e04ecbf0f523877d2ef22babf8d938a58ed66b7c78196b92d4d6e
django__django-15973	django__django	mural	13	2	1	0	0.0	0	0	3902	15cf582eab3931147000033461d9380716d744112b50cecf80151f4d3883ae3a
django__django-15987	django__django	mural	17	8	1	0	0.0	0	0	2767	5619f066f3c620d3f24b2b766b1c3d8bb9255d322c7f254b5454e38bd95cef60
django__django-16032	django__django	mural	18	6	4	2	0.5	1	0	3716	04cead2a0d576c1675dcbb72c6d8c2d3aec36218f478f84779e7df6b617dfec2
django__django-16082	django__django	mural	15	4	1	0	0.0	0	0	2742	447492392535aabf554bc9416bfd891948d0d2e410bd2de4c322001b7d48f4ff
django__django-16100	django__django	mural	19	5	1	1	1.0	1	1	3087	90f43e0b406b3fce7448b7a9f85c20c2ec6a98d4f8aed23eb726fe77de8014f2
django__django-16116	django__django	mural	20	6	2	2	1.0	1	1	3984	bf93c7eecb17eafc4f7a836beed198cadec3c976a7846a6222766dd8d3435bee
django__django-16136	django__django	mural	19	4	1	0	0.0	0	0	3578	67a257b79e50871fa85fe2344bddca14638fcd8dc40d7945df69d6fc1c67aa35
django__django-16139	django__django	mural	20	4	1	1	1.0	1	1	3645	b456a519d6c4bc03afda5974098e53f6c70912cbae8a945a243f725700814738
django__django-16145	django__django	mural	19	6	1	0	0.0	0	0	3801	885d2d0260bcd9ed5b269bbfad42774c4815d23e300e312b3f063a7596a79dcc
django__django-16255	django__django	mural	20	4	1	1	1.0	1	1	3716	8033b387e929521f3f7522c1680a825a75574264110f3435c3abfd41accdb08d
django__django-16256	django__django	mural	12	5	5	5	1.0	1	1	3462	e8855e8f315276fe5ceacda2956c246ef4cbf12dbf2285d9cb03967da5a7034a
django__django-16263	django__django	mural	19	6	8	0	0.0	0	0	2960	9c2cddc9e728fcf2a44388a526b3d208f93244d2ce0400805b3f689625c3d665
django__django-16315	django__django	mural	18	6	3	2	0.6666666666666666	1	0	3948	10d3ca4660b32489f66ff29c167832ddf46f241bf1ca28ca1fe7101731260708
django__django-16333	django__django	mural	19	5	1	1	1.0	1	1	3817	4b6164fe8093abebbcd0f21861be126ff3d6211d65c112cd73700fda16bf5d14
django__django-16429	django__django	mural	20	4	1	1	1.0	1	1	3913	1eac352fee11830885f94be5dd96170d1829241503820aa76dd3dcfd8b12a155
django__django-16454	django__django	mural	18	6	1	1	1.0	1	1	3612	1fef365f10b295d19178855c5db22bd6fc51a68d1c9357af12e7191b46235831
django__django-16485	django__django	mural	20	5	1	1	1.0	1	1	2867	8092eda13fc83e9b368762e35053cda84a2e33df30e0d66cefd3f186af2ab0e8
django__django-16493	django__django	mural	19	4	1	1	1.0	1	1	3649	b685b27637851f78a4b854d9a3df84f01e00d529946ef2308010531188eb4f46
django__django-16502	django__django	mural	16	4	2	1	0.5	1	0	3705	fc2fa896de76b3267e9ab65bc183d502975af9b464b85ec631dbd8e97128d8e1
django__django-16527	django__django	mural	20	5	1	1	1.0	1	1	3189	914abb5baa16bb86951ca8606d9d8d72c625c4c993f1567913f5c3fa8de31da8
django__django-16560	django__django	mural	18	6	15	3	0.2	1	0	3809	833aa92cdb8655a7f36e0997655721816c15b31de3857919338d31b874897c2e
django__django-16569	django__django	mural	20	8	1	1	1.0	1	1	3796	a080ff8513fd6146d8a0f0f12afbdedc562a964a3aacaf9cb146854f7ee04406
django__django-16595	django__django	mural	20	4	1	1	1.0	1	1	3721	3d7a181cda59d147b01b49b8582cc3569f3a00489895e92106cdfa18eb31a7bc
django__django-16612	django__django	mural	20	5	1	1	1.0	1	1	2770	c3938501ac98ed21c2ab7d21a9e0cfac6a7a1a32e130a778ed5872336d3e1b31
django__django-16631	django__django	mural	20	8	3	2	0.6666666666666666	1	0	3769	d4e2a527870b0f28e3534e15c83f69a3aa4c8f89b9d159674b7fe52bd3055911
django__django-16642	django__django	mural	14	8	1	0	0.0	0	0	3474	07fc7f3e88fe54417166a832603fb18852b180f51f22df678f006b8509fba89a
django__django-16661	django__django	mural	20	8	1	1	1.0	1	1	3763	933ae48ba661ada0345082ba0dff61b32d3ebe65aa94855f28f11954adf5a967
django__django-16662	django__django	mural	15	6	1	1	1.0	1	1	3100	7b99866992401b4b3bb43d07fb6eba763af4ecefdc0eb689e84fa74c5848b067
django__django-16667	django__django	mural	20	4	1	1	1.0	1	1	3709	c4ddd1ec59059e2afa0126eb23aac8515cd47e8961323f10d57691413362c24c
django__django-16801	django__django	mural	19	7	2	1	0.5	1	0	3640	e06e022fca706f62cddd0dbaf5eb394ec94c47803735955882c95abda77bc999
django__django-16819	django__django	mural	17	5	1	1	1.0	1	1	3355	34569fb36bb77af1926c2cc3f48602a79dfbce753d1efc01a19f172e56f6fe62
django__django-16877	django__django	mural	16	8	1	1	1.0	1	1	2620	6962957adaec81eea1c785a48a280312c8a5fe7bba039ca78172573d93105471
django__django-16899	django__django	mural	20	6	1	0	0.0	0	0	3127	911bce19594ec83171a6b6c9f9044322890f073e16405197bd19aa607d401e27
django__django-16901	django__django	mural	14	8	2	2	1.0	1	1	3814	baa792078c338b2cf753d62bd6b253f42046c389cdb799f9910c5e2abe33497b
django__django-16938	django__django	mural	19	2	2	0	0.0	0	0	3916	bcae020326ae306724b0538a33f2bd63d0e484178a5d75a1a2f94aea8fde580f
django__django-16950	django__django	mural	18	8	1	0	0.0	0	0	3840	de8ce5d8635c07f66d23d50b3865d45203719bf00b54e433ee4065e696f35758
django__django-17029	django__django	mural	20	8	1	1	1.0	1	1	3723	f1afde2e25216d68f40525b104c4a89140fc9284eae03bb974aae36012391d30
django__django-17084	django__django	mural	15	8	1	0	0.0	0	0	3231	b80bc90eccd68c61b70d52a16a820c783f2c24dc80587c6cc6b136403ab3f7ab
django__django-17087	django__django	mural	15	6	1	0	0.0	0	0	3587	b6c93c0efc0c7efc9b1ec97cc8ef315a2411905ba21c49213c3549538007d420
django__django-7530	django__django	mural	17	6	1	1	1.0	1	1	3918	48a26ef52ab2b98aa9d313178f6c44d3fc0522d7d8bc604bd0045247740740a1
django__django-9296	django__django	mural	20	5	1	1	1.0	1	1	3599	1febc6ae53b6881323257dda2d19b63b15795aaad233c17ec6d91017daec3804
matplotlib__matplotlib-13989	matplotlib__matplotlib	mural	20	2	1	1	1.0	1	1	3868	01e1f9ef2719ddfe34a305cfdd7269dcae3355b2cc471cf3820d3303a1dd234c
matplotlib__matplotlib-14623	matplotlib__matplotlib	mural	16	4	5	1	0.2	1	0	3545	a2e0d11ad344b69d69ddef58578069141945c2a6d374e7c8407880e2c00e543a
matplotlib__matplotlib-20488	matplotlib__matplotlib	mural	20	2	1	0	0.0	0	0	3606	97e8d52833ca7edb997e5ca6a2e0feb6a7cacc8e4971a2d7e0888dd0a42775ca
matplotlib__matplotlib-20676	matplotlib__matplotlib	mural	13	4	1	0	0.0	0	0	3271	a5df0641546c191de4f9f171f1ff7655e52077bf17c9000851ffe79794b1ee06
matplotlib__matplotlib-20826	matplotlib__matplotlib	mural	16	8	1	1	1.0	1	1	3773	af192be1ae248d97200a1afd4b2687ec5298b27db5763970057ad61e201b27c9
matplotlib__matplotlib-20859	matplotlib__matplotlib	mural	20	2	1	1	1.0	1	1	3625	f8d5f62f8653532899c55413cca1f83116093d75a8a5b15f04239905a7469dee
matplotlib__matplotlib-21568	matplotlib__matplotlib	mural	13	7	1	0	0.0	0	0	3706	6695e5e3aa57ba338c35e55b278309c40470a4ebefa049f200d918c6fbf258be
matplotlib__matplotlib-22719	matplotlib__matplotlib	mural	6	2	2	0	0.0	0	0	2769	198f97f3acb8751d809511eff60bf812a55244d7b611078231ceb3bc17fbeb9d
matplotlib__matplotlib-22865	matplotlib__matplotlib	mural	16	6	1	1	1.0	1	1	3868	be04d8b3d796aee0e742feb207252fee32ef70e891827dd4d845e9994762596a
matplotlib__matplotlib-22871	matplotlib__matplotlib	mural	20	4	1	0	0.0	0	0	3616	1d4f923087392c27f992aaed3753bc3846c850758ac8524fec1fd336b595fbce
matplotlib__matplotlib-23299	matplotlib__matplotlib	mural	20	4	1	0	0.0	0	0	3746	f0b1b5c2696201def80e9cc4db43716a9e72da0252e403385034b536bf6941a6
matplotlib__matplotlib-23314	matplotlib__matplotlib	mural	20	8	1	0	0.0	0	0	3680	ee5036438f72eb46cb6955bd2af5e6cab37a6ec9601ceb095a3ca9d08680329c
matplotlib__matplotlib-23412	matplotlib__matplotlib	mural	12	2	1	0	0.0	0	0	2760	f94c2b633ab5b8b2f7ba972864f2faf043b59e313fca06bdd660b213dc84f9e5
matplotlib__matplotlib-23476	matplotlib__matplotlib	mural	17	5	1	0	0.0	0	0	3816	30277f8f4f440d5d3fbd3e71987ef4bb193117b2f270f37927342675400a5f51
matplotlib__matplotlib-24026	matplotlib__matplotlib	mural	0	0	2	0	0.0	0	0	1322	9b92ea9b45e98b6fa4376435a7685c4ff8aa52d1ccbb99994f4d5df0e4b6e5a3
matplotlib__matplotlib-24149	matplotlib__matplotlib	mural	20	4	1	1	1.0	1	1	3806	5b9978055207ebfd2d72a4c5f7d905ff05e18f1cdb51b5f8203e064a84845992
matplotlib__matplotlib-24177	matplotlib__matplotlib	mural	16	6	1	0	0.0	0	0	3865	000e1f28e992e0051ba8aefe1ac6d8efbcc295483148638008c03d5610145478
matplotlib__matplotlib-24570	matplotlib__matplotlib	mural	20	6	1	0	0.0	0	0	3986	ae8733d84a89cd5ae2f34253d304bb04aad1d4183e4154e427e3557eb465dee4
matplotlib__matplotlib-24627	matplotlib__matplotlib	mural	15	8	1	0	0.0	0	0	3810	765f69230bbe7cbe30a45a6b201220070a27970187db4b6b2db6ed0ca4154ad5
matplotlib__matplotlib-24637	matplotlib__matplotlib	mural	19	4	2	1	0.5	1	0	3962	8aa0171340479a99e228b01aaf33309ee3f985673b652f34c326494c7435a3e0
matplotlib__matplotlib-24870	matplotlib__matplotlib	mural	19	4	4	0	0.0	0	0	3864	900da08a229206124890b6050f96220395adee71ea659c62c53a23f87ce49f07
matplotlib__matplotlib-24970	matplotlib__matplotlib	mural	2	2	1	1	1.0	1	1	1779	0b48f36fa250b3b4e52ad8b7064788a90147211da78be6bdefd5736ec46142d4
matplotlib__matplotlib-25122	matplotlib__matplotlib	mural	20	4	1	1	1.0	1	1	3561	62857062303267c27a31b12e203131eedc7ed720cf201b664543a62cae46d306
matplotlib__matplotlib-25287	matplotlib__matplotlib	mural	18	4	3	1	0.3333333333333333	1	0	3932	79afbe416b569fd8cd18030d14ac9a342905204c26c67d86a8ad6c1ff2af2fb1
matplotlib__matplotlib-25311	matplotlib__matplotlib	mural	10	2	2	0	0.0	0	0	3990	54f92734328946cfe8900c1ea86925cd1e6e6a147af85bddefa25480cfc211b1
matplotlib__matplotlib-25332	matplotlib__matplotlib	mural	19	6	1	0	0.0	0	0	3653	49f06306645f0f42fd9e76c41055f918fe3e3aa65f567040d77735252e2a17b2
matplotlib__matplotlib-25479	matplotlib__matplotlib	mural	15	2	2	0	0.0	0	0	3889	bd9b29ecfce026fe009829a37be5942bd60c9e8b2e8f82c06cb8392b2d43106c
matplotlib__matplotlib-25775	matplotlib__matplotlib	mural	16	8	8	4	0.5	1	0	3871	7a599cb87066ed1b5cca74baf2e52713fc1c03b209ff899813728667e6e208b1
matplotlib__matplotlib-25960	matplotlib__matplotlib	mural	17	6	2	2	1.0	1	1	3885	d9b8bb2393fc120b64d0e9e4160a8e1f62e8d010541160fc01a8550953f5bbb0
matplotlib__matplotlib-26113	matplotlib__matplotlib	mural	12	2	1	1	1.0	1	1	3937	003e4ca30540193bcc63dc479c1e4e2d7ebc1f954128bd2bf887ce2519216173
matplotlib__matplotlib-26208	matplotlib__matplotlib	mural	18	4	2	0	0.0	0	0	3633	71353c5cbe58819d723d37e39ea05bf74037d6d031b30c9a39784c320bf54dc2
matplotlib__matplotlib-26291	matplotlib__matplotlib	mural	12	2	1	0	0.0	0	0	3557	4c1061424394e159681b1278fa8e5e59faedc414593346da2b2693e68d36eb27
matplotlib__matplotlib-26342	matplotlib__matplotlib	mural	20	8	3	2	0.6666666666666666	1	0	3670	ae086e28b6cc78a89ec214c798fb45f78ee3fa56f551653a79aeb52c101fee7b
matplotlib__matplotlib-26466	matplotlib__matplotlib	mural	20	4	5	1	0.2	1	0	3725	980935010f01d57bd5db298a714c2b36dfbbc9f596b519a932732e4a48c87c27
mwaskom__seaborn-3069	mwaskom__seaborn	mural	15	6	3	3	1.0	1	1	3617	844c514706f729fd130b28e4112dfd17cda2f1a8cb631909064a5db1674534b8
mwaskom__seaborn-3187	mwaskom__seaborn	mural	10	2	2	0	0.0	0	0	3173	4ceb8faed3e42498007724ae6167e609520d7b60d076d8aff30430812196a700
pallets__flask-5014	pallets__flask	mural	16	6	1	1	1.0	1	1	3510	5a3f1e5eaa02253d03e8e6f903675203e97e5840d46d9012ce1c166b39b6de39
psf__requests-1142	psf__requests	mural	19	7	1	1	1.0	1	1	3589	91e6e4f47bf10708af5d5461f03e7901318992466c6971d78884c86f088ba2e7
psf__requests-1724	psf__requests	mural	20	2	2	1	0.5	1	0	3962	abc1032236a26844f1dbffc90723523951bf5937f8cb7005fb4899263b5f78bb
psf__requests-1766	psf__requests	mural	14	7	1	0	0.0	0	0	3583	5fe0b8cf473ad8549ee0f3448532c4233740a0f720709e3272ca3770b8e12eab
psf__requests-1921	psf__requests	mural	20	8	1	0	0.0	0	0	3574	c356c5779a1edc0a8128e366e36183bfd7edfe6d364b17e8f2d9500cc8d8b43b
psf__requests-2317	psf__requests	mural	19	4	2	2	1.0	1	1	3712	8b6dce0e42e8766a12669fa3a07cf246ca750771a35306d5e412774e7306a9a9
psf__requests-2931	psf__requests	mural	19	6	2	0	0.0	0	0	2954	9572ad1ef2005eeb015797728c55dd200705f09ff6dfbb91b65de2ac1d0b07f9
psf__requests-5414	psf__requests	mural	20	4	1	1	1.0	1	1	3839	55e4fe6ee2988c291b524adf144267d4ea29480a534e846b9b69751a125672c1
psf__requests-6028	psf__requests	mural	18	6	1	0	0.0	0	0	3704	329dbf8248c8fea9876e9fa895b79e7e2f17cdf326c056b700924118f1523d6b
pydata__xarray-2905	pydata__xarray	mural	18	6	1	0	0.0	0	0	3845	01fed2668afa1cd5b670ddac9955d250b294d8e82cdb19f9826ff48586a70fbe
pydata__xarray-3095	pydata__xarray	mural	19	4	9	1	0.1111111111111111	1	0	3954	0e823b6dac8d317b7fbf3d0c746a627fa2262fe4075479c39e508a4174352de8
pydata__xarray-3151	pydata__xarray	mural	19	4	1	1	1.0	1	1	3879	afa620c1efc2deba524ed19584387fed403c10bb5d53b981f27d806481823aea
pydata__xarray-3305	pydata__xarray	mural	20	4	2	1	0.5	1	0	3578	7c95f47410262461dce0d8fcf77e18c544e688f238e8c1db29125317d5bbe834
pydata__xarray-3677	pydata__xarray	mural	20	4	1	1	1.0	1	1	3516	aff29295d7209309f2082a1166ef3d9205d660841933616ab60602a320a786ec
pydata__xarray-3993	pydata__xarray	mural	20	5	2	2	1.0	1	1	3728	8d025348159e58159b981267cae83e5612c9a14479cf14bdd13b53f5293038eb
pydata__xarray-4075	pydata__xarray	mural	16	3	1	0	0.0	0	0	3823	2d5ae46a15e2ad925ea5868e9149557811b2adbfede19d726bdd296e9a71d019
pydata__xarray-4094	pydata__xarray	mural	18	4	1	1	1.0	1	1	3743	d7b101fd538286240344df62308574cedb35c878ffef4ea27d8bd7e07cd5edd4
pydata__xarray-4356	pydata__xarray	mural	16	7	1	0	0.0	0	0	3555	bf651cb26b5a126e36e15b42971a9f217f75cbb0051c278e6d2dc9a53d97a547
pydata__xarray-4629	pydata__xarray	mural	20	2	1	1	1.0	1	1	3494	a811512d7b98e20377281a995e56af5aa650d90fe2040155783151a6aa76a92a
pydata__xarray-4687	pydata__xarray	mural	18	2	1	1	1.0	1	1	3772	db74e3f4b76b70789abe98bbb41605265ba9a19d5c274192e0244a9066dbe9a1
pydata__xarray-4695	pydata__xarray	mural	8	3	1	0	0.0	0	0	2990	a6ebf5e65a7e9b116f1d6c6585c1cc575853c0444abf3bee6d4c8b70c665e4ab
pydata__xarray-4966	pydata__xarray	mural	17	2	1	0	0.0	0	0	3908	8d772561a80e39340b722162a420e4237449d2229bdc9b5e7a9e10675666df2e
pydata__xarray-6461	pydata__xarray	mural	20	4	1	1	1.0	1	1	3840	8dcd4d90380c35d429c4aa36757c69b7d40366444d1805e6e751ac7e7507c2e4
pydata__xarray-6599	pydata__xarray	mural	15	6	1	0	0.0	0	0	3948	23cb29b2af1443ee0ab939965220f21c471e2226eda3d6fb4d697bfaa134312b
pydata__xarray-6721	pydata__xarray	mural	20	2	1	1	1.0	1	1	3788	c8378340f30d1e2b751a7ebc20a15a4eb85c448a301f0c13e5098e47d46c58b7
pydata__xarray-6744	pydata__xarray	mural	17	5	1	1	1.0	1	1	3610	9e714843fa19f59ace963ca5c62094bb9f44b29d5432304e9b99b6aae77d1dc3
pydata__xarray-6938	pydata__xarray	mural	14	4	9	1	0.1111111111111111	1	0	3791	b32d609135954ceee95add62b634526dbb3e907bcec2934b7282ab10a1ad2206
pydata__xarray-6992	pydata__xarray	mural	17	5	3	1	0.3333333333333333	1	0	3402	e80a371f30565f531eae3e721b3ca4849bbeb6d61ff9802a2c0308000d450c6d
pydata__xarray-7229	pydata__xarray	mural	17	2	2	0	0.0	0	0	3546	c9870bc5528dc02dfc32edbdba1ebb03ffecbb5202eb6ffbcfd686b34094b568
pydata__xarray-7233	pydata__xarray	mural	17	4	1	1	1.0	1	1	3932	49bbccf37cf683fa11745f959970032bfdace18bcecefebe413b204afa4be20a
pydata__xarray-7393	pydata__xarray	mural	17	4	1	0	0.0	0	0	3971	c6eca7c54f0f8ddca9ea6effc10d0295571616c1002cfc51436a8589a192cc7b
pylint-dev__pylint-4551	pylint-dev__pylint	mural	7	2	6	0	0.0	0	0	3452	758eae459c25688ff1d8ad951ad33445001a4cac4483b897ec3849b64cb5d7e0
pylint-dev__pylint-4604	pylint-dev__pylint	mural	8	2	2	0	0.0	0	0	3601	937a43d92883d19c01b44334b755f014df6efa50752de0950ae3b559d3c013ea
pylint-dev__pylint-4661	pylint-dev__pylint	mural	10	4	2	1	0.5	1	0	2876	1e032769e33fb6bbaeb9fd91642303fdcb2f72634694ac1aa569be5cb38737be
pylint-dev__pylint-4970	pylint-dev__pylint	mural	5	2	1	0	0.0	0	0	2078	20e6887a456303014df025be06b20d881949baabae1a10b7c2d24381abb638ea
pylint-dev__pylint-6386	pylint-dev__pylint	mural	5	2	6	1	0.16666666666666666	1	0	1997	7a5788b8cd1e3d35002b9758549e4f8774d4a1fd23fd5487a1d37b9c72263cb9
pylint-dev__pylint-6528	pylint-dev__pylint	mural	20	4	4	0	0.0	0	0	3863	536380ec97c08544a033cdcb5157ddb03235b234e78f0ce1a2c592f515967436
pylint-dev__pylint-6903	pylint-dev__pylint	mural	20	4	1	1	1.0	1	1	3859	d16f4921b573366d6d7dd3a59c84afa43dc259acf4c330e0101fa1b800723bd9
pylint-dev__pylint-7080	pylint-dev__pylint	mural	8	2	1	0	0.0	0	0	3571	00b3eb8e79bcd1448989caf766853340c221420f1bb0ac2976f6574b2f27bd7d
pylint-dev__pylint-7277	pylint-dev__pylint	mural	19	6	1	1	1.0	1	1	3752	0c89685edd7ec3768a7e5a54e4af00af36d540558a19f1d2066a7913a9095dc4
pylint-dev__pylint-8898	pylint-dev__pylint	mural	14	2	4	1	0.25	1	0	3777	4166355c1ef62196c6912569aa1dc57f7f0bece4a5a888753e0b6c908b57c4d9
pytest-dev__pytest-10051	pytest-dev__pytest	mural	20	4	2	1	0.5	1	0	3513	c897785bfddd1d86abc336000d76600b364ffdb170806063fb572f7c64b1a340
pytest-dev__pytest-10081	pytest-dev__pytest	mural	17	2	1	0	0.0	0	0	3689	72273ac3789a06509e3a501bf4f1ffd07093eba806f4e243b90c2497c04e0321
pytest-dev__pytest-10356	pytest-dev__pytest	mural	14	4	2	2	1.0	1	1	3565	f5978aca99c285cfa3862cea0de32d2bf8a9c1f68595d5f5f8f3f2d637b9a4ab
pytest-dev__pytest-5262	pytest-dev__pytest	mural	17	3	1	1	1.0	1	1	3543	b1ecd4342136d0a072147c6677e7eddf463c2045168dd4e29d217e5cadb70aa3
pytest-dev__pytest-5631	pytest-dev__pytest	mural	19	6	1	0	0.0	0	0	3737	d6374a31486f666161e18e2347329c788bb64b4db2ce7393564d4b699d09f7fd
pytest-dev__pytest-5787	pytest-dev__pytest	mural	10	4	3	0	0.0	0	0	2931	37cbb89bbd41e89963d0dc8eb947d934af523afb69e3a032abc6eb9196a7cc80
pytest-dev__pytest-5809	pytest-dev__pytest	mural	20	6	1	1	1.0	1	1	3773	a169d3513bde2197de94ebdf8732914d457497c38bce1005e48410e49dd5e74f
pytest-dev__pytest-5840	pytest-dev__pytest	mural	14	6	6	1	0.16666666666666666	1	0	3327	9b38953fd8448549b21dc633bf334e1bf828ce1808228f81207d9552f18992d0
pytest-dev__pytest-6197	pytest-dev__pytest	mural	16	4	5	1	0.2	1	0	3832	e2930a8dfad740c065935c4db22586278a994e3b88ed1cfaf65ea4f23e72284d
pytest-dev__pytest-6202	pytest-dev__pytest	mural	19	4	1	0	0.0	0	0	3789	82883b10972432ae1ec0d02ebf47acd716606da8c9ff0054dd650639ae496283
pytest-dev__pytest-7205	pytest-dev__pytest	mural	20	4	2	2	1.0	1	1	3901	39d7619816e517ce3b9d109a4e0248a443612b0da461bc7de0de9b94010dbc1f
pytest-dev__pytest-7236	pytest-dev__pytest	mural	17	4	4	1	0.25	1	0	3721	e1f0a21fa26ea551aadc76eab4cc17db9302b12be3aa2e77ac5fb8326be79510
